AOI,date,TMax,TMin,TMed,HR,Rad,es,eamb,DPV,PAR,S2,GPP,ID,Date,FCOVER,NDVI Average,FAPAR Average
HIN,11/12/2023 00:00,13.2,3.6,8.3,98,5.9,10.95244552,10.73339661,0.021904891,2.832,0.88,6.184925137,HIN_1_b_FCOVER,11/12/2023,0.929933919,0.867225826,0.948039479
HIN,16/12/2023 00:00,14.8,-2.6,4.7,84,10.2,8.544910684,7.177724975,0.136718571,4.896,0.91,5.30411018,HIN_1_b_FCOVER,16/12/2023,0.962335103,0.874883837,0.970040692
HIN,21/12/2023 00:00,12.4,-2.6,4.9,82.8,9.9,8.665241875,7.174820272,0.14904216,4.752,0.92,5.30524689,HIN_1_b_FCOVER,21/12/2023,0.982681539,0.917870025,0.98993257
HIN,26/12/2023 00:00,4,-2.6,1,98.8,4.5,6.569241965,6.490411061,0.00788309,2.16,0.9,2.769150889,HIN_1_b_FCOVER,26/12/2023,0.989622553,0.931963384,0.990206785
HIN,31/12/2023 00:00,13,1.6,8.7,88.7,6.2,11.25367864,9.982012958,0.127166569,2.976,0.89,3.994364957,HIN_1_b_FCOVER,31/12/2023,0.860027976,0.66129607,0.704538928
HIN,05/01/2024 00:00,9.1,3.8,6.8,83.4,8.4,9.885061557,8.244141338,0.164092022,4.032,0.88,5.221130784,HIN_1_b_FCOVER,05/01/2024,0.953050991,0.836499631,0.900262323
HIN,10/01/2024 00:00,10.5,3.4,6.7,93,4.2,9.817278901,9.130069378,0.068720952,2.016,0.87,3.155200975,HIN_1_b_FCOVER,10/01/2024,0.977048152,0.897138384,0.986271077
HIN,15/01/2024 00:00,16.8,10.7,13.4,90,4.3,15.37917203,13.84125483,0.15379172,2.064,0.86,3.886550637,HIN_1_b_FCOVER,15/01/2024,0.93700605,0.88528529,0.951044754
HIN,20/01/2024 00:00,10.5,-1.3,4.7,85.2,10,8.544910684,7.280263903,0.126464678,4.8,0.86,6.60121117,HIN_1_b_FCOVER,20/01/2024,0.872529493,0.885242071,0.885439362
HIN,25/01/2024 00:00,21,2,9.7,87,11.7,12.03887923,10.47382493,0.15650543,5.616,0.85,8.108966492,HIN_1_b_FCOVER,25/01/2024,0.879321183,0.881420677,0.8991926
HIN,30/01/2024 00:00,15.6,0.7,6.8,91.4,12.2,9.885061557,9.034946263,0.085011529,5.856,0.84,8.302468874,HIN_1_b_FCOVER,30/01/2024,0.918886648,0.853537086,0.93112376
HIN,04/02/2024 00:00,17.8,-0.9,7.1,80.8,13.2,10.09088955,8.15343876,0.193745079,6.336,0.83,9.234578847,HIN_1_b_FCOVER,04/02/2024,0.946073145,0.84780219,0.952701738
HIN,09/02/2024 00:00,12.5,8.7,10.3,91.7,3,12.53278002,11.49255928,0.104022074,1.44,0.82,3.996950377,HIN_1_b_FCOVER,09/02/2024,0.8786567,0.816371458,0.910311039
HIN,14/02/2024 00:00,22,5.9,13.2,82.7,11.5,15.17975605,12.55365825,0.26260978,5.52,0.81,8.676302951,HIN_1_b_FCOVER,14/02/2024,0.879543275,0.812777234,0.906337754
HIN,19/02/2024 00:00,19.7,1.8,10.3,80.5,15.7,12.53278002,10.08888791,0.24438921,7.536,0.8,12.38406624,HIN_1_b_FCOVER,19/02/2024,0.917523497,0.815409879,0.917198724
HIN,24/02/2024 00:00,12.3,2.9,6.7,82,13.6,9.817278901,8.050168699,0.17671102,6.528,0.81,11.65471806,HIN_1_b_FCOVER,24/02/2024,0.94117303,0.808470057,0.927430597
HIN,29/02/2024 00:00,14.5,-1.2,7.2,76.6,17,10.16033273,7.782814869,0.237751786,8.16,0.82,13.2842935,HIN_1_b_FCOVER,29/02/2024,0.929603577,0.816197303,0.917805321
HIN,05/03/2024 00:00,13.6,0,6.5,80.2,18.1,9.682940807,7.765718527,0.191722228,8.688,0.83,12.64758624,HIN_1_b_FCOVER,05/03/2024,0.956868682,0.829423229,0.942239232
HIN,10/03/2024 00:00,13.1,5.8,8.6,80.6,12.1,11.17769491,9.009222096,0.216847281,5.808,0.83,9.191986618,HIN_1_b_FCOVER,10/03/2024,0.951138311,0.838242935,0.940833867
HIN,15/03/2024 00:00,20.1,3,11.8,81,17.3,13.84627016,11.21547883,0.263079133,8.304,0.82,12.43562335,HIN_1_b_FCOVER,15/03/2024,0.944944104,0.835065504,0.917854064
HIN,20/03/2024 00:00,20.5,7.2,13.2,80.9,15.7,15.17975605,12.28042264,0.289933341,7.536,0.82,13.65270353,HIN_1_b_FCOVER,20/03/2024,0.956032236,0.822239293,0.931054135
HIN,25/03/2024 00:00,15.5,6.9,11.9,88.2,7.3,13.93798413,12.293302,0.164468213,3.504,0.83,6.191179766,HIN_1_b_FCOVER,25/03/2024,0.941606495,0.827521629,0.923991674
HIN,30/03/2024 00:00,11.3,5.3,7.5,90.8,7.6,10.3711941,9.417044245,0.095414986,3.648,0.84,8.665876586,HIN_1_b_FCOVER,30/03/2024,0.907861776,0.821162714,0.896642307
HIN,01/04/2024 00:00,15.7,3.6,9.1,80,20.8,11.56217822,9.249742579,0.231243564,9.984,0.85,14.99472162,HIN_1_c_FCOVER,01/04/2024,0.905424723,0.823309578,0.896442246
HIN,06/04/2024 00:00,23.6,9.9,17,60.5,10,19.38363841,11.72710124,0.765653717,4.8,0.85,9.847123279,HIN_1_c_FCOVER,06/04/2024,0.943296972,0.854611406,0.923202037
HIN,11/04/2024 00:00,24,6.5,15.8,63.4,23.9,17.95776097,11.38522046,0.657254052,11.472,0.86,19.03659182,HIN_1_c_FCOVER,11/04/2024,0.963344403,0.873287581,0.940510689
HIN,16/04/2024 00:00,27.3,8.7,18.4,60.6,24.4,21.17167824,12.83003701,0.834164123,11.712,0.86,19.51152425,HIN_1_c_FCOVER,16/04/2024,0.947877122,0.872369121,0.933254999
HIN,21/04/2024 00:00,24,6.9,15,74.3,21.6,17.0590463,12.6748714,0.43841749,10.368,0.8,14.57386027,HIN_1_c_FCOVER,21/04/2024,0.926045224,0.815666592,0.912644468
HIN,26/04/2024 00:00,15.8,4.8,10.9,77.6,14.5,13.04440738,10.12246013,0.292194725,6.96,0.75,10.20486423,HIN_1_c_FCOVER,26/04/2024,0.889383295,0.797638142,0.866419965
HIN,01/05/2024 00:00,15.1,4.1,9.6,74.4,22.3,11.95824867,8.896937009,0.306131166,10.704,0.69,10.24702086,HIN_1_c_FCOVER,01/05/2024,0.783243605,0.738134957,0.787390375
HIN,06/05/2024 00:00,21.8,7.3,15.2,66.5,19.8,17.27994491,11.49116336,0.578878154,9.504,0.64,9.624170607,HIN_1_c_FCOVER,06/05/2024,0.666296081,0.650787622,0.672427886
HIN,11/05/2024 00:00,28.7,11.9,21.3,33.4,28,25.34034452,8.463675071,1.687666945,13.44,0.57,7.436778396,HIN_1_c_FCOVER,11/05/2024,0.627456452,0.596021805,0.543200634
HIN,16/05/2024 00:00,20.8,3.6,13.7,60.7,22.1,15.68260712,9.519342519,0.61632646,10.608,0.48,7.179955856,HIN_1_c_FCOVER,16/05/2024,0.486463016,0.490921614,0.421861819
HIN,21/05/2024 00:00,21.9,6.5,15,56.2,26.4,17.0590463,9.587184019,0.747186228,12.672,0.4,7.471280056,HIN_1_c_FCOVER,21/05/2024,0.29916258,0.403179057,0.32648341
HIN,26/05/2024 00:00,30.8,11.3,22.2,36.9,28.6,26.77209997,9.878904887,1.689319508,13.728,0.33,6.999981787,HIN_1_c_FCOVER,26/05/2024,0.195290873,0.332604656,0.267185906
HIN,31/05/2024 00:00,35.5,14.7,26.8,32.5,27.5,35.24873398,11.45583854,2.379289543,13.2,0.26,5.7118201,HIN_1_c_FCOVER,31/05/2024,0.129193062,0.271068979,0.198766337
HIN,05/06/2024 00:00,33.1,14.7,24.8,41.9,30.1,31.31260182,13.11998016,1.819262166,14.448,0.2,5.746591967,HIN_1_c_FCOVER,05/06/2024,0.079234229,0.196294275,0.177875493
HIN,10/06/2024 00:00,25.4,13.3,19.5,64.5,24.4,22.67622367,14.62616427,0.80500594,11.712,0.19,6.485781721,HIN_1_c_FCOVER,10/06/2024,0.066852787,0.181161025,0.144270199
STC,09/11/2017 00:00,13.3,2.2,7.5,53.2,11.6,10.3711941,5.517475263,0.485371884,5.568,0.493648291,1.865495157,STC_1_a_FCOVER,09/11/2017,0.237675637,0.413124225,0.384294758
STC,14/11/2017 00:00,16.6,1.3,7.4,38,10.8,10.30048282,3.914183472,0.638629935,5.184,0.485587547,1.772833374,STC_1_a_FCOVER,14/11/2017,0.233305159,0.427174506,0.379055808
STC,19/11/2017 00:00,21.6,4.4,11.7,40.7,9.9,13.75508675,5.598320306,0.815676644,4.752,0.515248885,1.757345276,STC_1_a_FCOVER,19/11/2017,0.243362064,0.444222718,0.416201353
STC,24/11/2017 00:00,19.9,7.1,13,41.9,9.6,14.98261332,6.277714981,0.870489834,4.608,0.529545198,1.73958881,STC_1_a_FCOVER,24/11/2017,0.25653489,0.464802177,0.432518618
STC,29/11/2017 00:00,13.1,3.6,8.8,96,4.2,11.33011652,10.87691186,0.045320466,2.016,0.543841491,1.699767755,STC_1_a_FCOVER,29/11/2017,0.267039451,0.500409281,0.480438602
STC,01/12/2017 00:00,9.7,-3.7,2.9,83.6,8.4,7.526515497,6.292166956,0.123434854,4.032,0.54956002,1.730805399,STC_1_b_FCOVER,01/12/2017,0.287097842,0.523939133,0.509480407
STC,06/12/2017 00:00,14.7,-2.2,4.9,48.5,9.4,8.665241875,4.202642309,0.446259957,4.512,0.545670917,1.740623313,STC_1_b_FCOVER,06/12/2017,0.259094427,0.488869826,0.451111635
STC,11/12/2017 00:00,10.5,-0.1,5,95.4,3.8,8.725965893,8.324571462,0.040139443,1.824,0.557248692,1.614111215,STC_1_b_FCOVER,11/12/2017,0.31415009,0.581399124,0.577132144
STC,16/12/2017 00:00,10.1,-0.3,4.2,66.7,9.4,8.250506557,5.503087873,0.274741868,4.512,0.627632221,1.808866748,STC_1_b_FCOVER,16/12/2017,0.292819682,0.575026548,0.549902047
STC,21/12/2017 00:00,15.9,0.5,7.1,64.4,9.3,10.09088955,6.498532873,0.359235668,4.464,0.62307936,1.840241178,STC_1_b_FCOVER,21/12/2017,0.325796214,0.609018998,0.597979062
STC,26/12/2017 00:00,8.3,2.6,5.4,93.9,4.4,8.97263093,8.425300444,0.054733049,2.112,0.674639841,1.878601325,STC_1_b_FCOVER,26/12/2017,0.316831743,0.600812366,0.591360033
STC,31/12/2017 00:00,12,3,7,97,3.9,10.02186474,9.721208797,0.030065594,1.872,0.721312503,1.297494827,STC_1_b_FCOVER,31/12/2017,0.314683693,0.619388796,0.604680717
STC,05/01/2018 00:00,8,19,14.1,97.7,5.9,16.09535292,15.7251598,0.037019312,2.832,0.741990228,1.924154438,STC_1_b_FCOVER,05/01/2018,0.377432077,0.689096503,0.68859803
STC,10/01/2018 00:00,11.4,5.3,8.3,97.2,5.9,10.95244552,10.64577705,0.030666847,2.832,0.762668014,1.203089713,STC_1_b_FCOVER,10/01/2018,0.425811367,0.738283438,0.741288587
STC,15/01/2018 00:00,13.7,-4.9,0.7,82.5,10.4,6.428369254,5.303404634,0.112496462,4.992,0.783345759,1.553576442,STC_1_b_FCOVER,15/01/2018,0.4441161,0.755314296,0.767068798
STC,20/01/2018 00:00,22.9,2.9,13.8,69.8,10.4,15.784913,11.01786928,0.476704373,4.992,0.756800195,2.53268908,STC_1_b_FCOVER,20/01/2018,0.472864317,0.76147164,0.772832934
STC,25/01/2018 00:00,9,6.3,7.9,97.8,1.5,10.65833211,10.42384881,0.023448331,0.72,0.734174391,0.99794866,STC_1_b_FCOVER,25/01/2018,0.495185854,0.755888456,0.775455028
STC,30/01/2018 00:00,16.1,4.3,8.5,60.3,11.4,11.102163,6.694604292,0.440755871,5.472,0.707592607,1.887559264,STC_1_b_FCOVER,30/01/2018,0.55374367,0.772042354,0.801756556
STC,04/02/2018 00:00,6.3,0.9,2.9,86.6,6.7,7.526515497,6.517962421,0.100855308,3.216,0.742067814,1.669510773,STC_1_b_FCOVER,04/02/2018,0.599122983,0.779610942,0.820334767
STC,09/02/2018 00:00,9.3,-5.9,2.3,78.2,13.4,7.211718271,5.639563688,0.157215458,6.432,0.778251509,1.867732952,STC_1_b_FCOVER,09/02/2018,0.608343515,0.772818062,0.806106048
STC,14/02/2018 00:00,12.5,-0.7,5.6,76.6,12.1,9.098252779,6.969261629,0.212899115,5.808,0.788807571,2.787341055,STC_1_b_FCOVER,14/02/2018,0.638407552,0.792627183,0.831153639
STC,19/02/2018 00:00,15.7,-0.4,6.7,63,14.6,9.817278901,6.184885708,0.363239319,7.008,0.795094808,3.024650798,STC_1_b_FCOVER,19/02/2018,0.647426903,0.800655623,0.833386223
STC,24/02/2018 00:00,11.9,-4.9,3.5,61.3,14.6,7.853381592,4.814122916,0.303925868,7.008,0.776278357,2.401626503,STC_1_b_FCOVER,24/02/2018,0.584347387,0.771958133,0.785184642
STC,01/03/2018 00:00,11.6,3.2,7.3,93.4,5.2,10.23019642,9.55500346,0.067519296,2.496,0.767077486,1.265459224,STC_1_c_FCOVER,01/03/2018,0.565841854,0.776700338,0.788524489
STC,06/03/2018 00:00,8.2,3.3,5.8,97.2,6.3,9.225422352,8.967110526,0.025831183,3.024,0.769002438,2.661288569,STC_1_c_FCOVER,06/03/2018,0.539473931,0.783693751,0.779196302
STC,11/03/2018 00:00,7.3,0.9,3.4,91.7,8.9,7.798049162,7.150811081,0.064723808,4.272,0.770927409,3.111920716,STC_1_c_FCOVER,11/03/2018,0.505542845,0.7842231,0.772944053
STC,16/03/2018 00:00,9.3,-1.2,3.1,88.6,15.5,7.634110588,6.763821981,0.087028861,7.44,0.772852341,3.336423288,STC_1_c_FCOVER,16/03/2018,0.581246475,0.792870343,0.767745157
STC,21/03/2018 00:00,11,-8.8,6.3,41.5,20.1,9.550224903,3.963343335,0.558688157,9.648,0.775451044,2.833250798,STC_1_c_FCOVER,21/03/2018,0.637173911,0.787430803,0.771872103
STC,26/03/2018 00:00,16.9,-5.5,6.9,67.8,20.2,9.953256123,6.748307651,0.320494847,9.696,0.780744632,2.794462331,STC_1_c_FCOVER,26/03/2018,0.680470566,0.776436687,0.772516886
STC,31/03/2018 00:00,13.1,-9.7,4.9,76,20.5,8.665241875,6.585583825,0.207965805,9.84,0.785365164,2.896153487,STC_1_c_FCOVER,31/03/2018,0.657033722,0.780461927,0.770211021
STC,05/04/2018 00:00,21.4,4.8,12.6,60.6,20.4,14.59505942,8.84460601,0.575045341,9.792,0.789536993,5.217885644,STC_1_c_FCOVER,05/04/2018,0.675814529,0.800145765,0.787548165
STC,10/04/2018 00:00,7.9,2.8,5.3,98.9,5.7,8.910395347,8.812380998,0.009801435,2.736,0.793708781,5.695500663,STC_1_c_FCOVER,10/04/2018,0.718082309,0.810341795,0.801923593
STC,15/04/2018 00:00,13.7,4,9,88.6,12.7,11.48436398,10.17514649,0.130921749,6.096,0.801774303,5.990549153,STC_1_c_FCOVER,15/04/2018,0.752823542,0.815694576,0.806848178
STC,20/04/2018 00:00,22.5,7.8,14.7,62.2,19.7,16.73234111,10.40751617,0.632482494,9.456,0.776549816,6.063339877,STC_1_c_FCOVER,20/04/2018,0.832003358,0.776269283,0.840809982
STC,25/04/2018 00:00,25.4,8.9,16,66.7,20,18.18882059,12.13194334,0.605687726,9.6,0.777732551,7.582088834,STC_1_c_FCOVER,25/04/2018,0.796471127,0.782760903,0.824910878
STC,30/04/2018 00:00,12.3,2.9,7.4,79.4,16.5,10.30048282,8.178583359,0.212189946,7.92,0.779341042,7.748534969,STC_1_c_FCOVER,30/04/2018,0.800089429,0.779191643,0.821933885
STC,05/05/2018 00:00,23.9,5.5,15.8,56.1,22.5,17.95776097,10.0743039,0.788345707,10.8,0.780035555,7.115305276,STC_1_c_FCOVER,05/05/2018,0.769945062,0.760652284,0.802252513
STC,10/05/2018 00:00,22.1,9.3,14.9,85.3,16.3,16.94952851,14.45794781,0.249158069,7.824,0.773612479,6.42527627,STC_1_c_FCOVER,10/05/2018,0.77570112,0.759635497,0.799310322
STC,15/05/2018 00:00,23.7,7.4,16.4,44.3,26.9,18.65876874,8.265834554,1.039293419,12.912,0.769057592,6.137485693,STC_1_c_FCOVER,15/05/2018,0.760978281,0.75564126,0.785491725
STC,20/05/2018 00:00,22.4,8.3,14.8,84.9,21.3,16.84062776,14.29769297,0.254293479,10.224,0.744596322,4.939263013,STC_1_c_FCOVER,20/05/2018,0.712385535,0.695660253,0.69132942
STC,25/05/2018 00:00,19.3,8.3,14,82.7,19.6,15.99128306,13.22479109,0.276649197,9.408,0.694537898,2.985843877,STC_1_c_FCOVER,25/05/2018,0.633793751,0.625744224,0.656622728
STC,30/05/2018 00:00,19.1,7,13.3,83.1,13.1,15.2791785,12.69699733,0.258218117,6.288,0.65255475,2.779401227,STC_1_c_FCOVER,30/05/2018,0.463438531,0.576435904,0.574084659
STC,04/06/2018 00:00,19.2,9.2,14.3,75.2,20.2,16.30527665,12.26156804,0.404370861,9.696,0.610571603,3.389238773,STC_1_c_FCOVER,04/06/2018,0.299305032,0.498925507,0.434748481
STC,09/06/2018 00:00,19.8,9.5,14.7,75.5,15,16.73234111,12.63291754,0.409942357,7.2,0.568588456,2.326517791,STC_1_c_FCOVER,09/06/2018,0.253570129,0.405579368,0.353410016
STC,14/06/2018 00:00,28.6,11.7,20.6,46.5,28.2,24.27346861,11.2871629,1.298630571,13.536,0.507013172,2.889945031,STC_1_c_FCOVER,14/06/2018,0.239041368,0.348629594,0.299324592
STC,19/06/2018 00:00,32.6,13.8,22.7,48.4,27.2,27.59764987,13.35726254,1.424038733,13.056,0.417725851,1.51943362,STC_1_c_FCOVER,19/06/2018,0.21693639,0.327529013,0.290545126
STC,24/06/2018 00:00,37.5,14.6,26.4,36.8,26.1,34.42873398,12.6697741,2.175895988,12.528,0.354363998,0.516720982,STC_1_c_FCOVER,24/06/2018,0.16624852,0.295277953,0.246011376
STC,29/06/2018 00:00,29.9,10.7,21,54,27.3,24.87819741,13.4342266,1.144397081,13.104,0.340543161,1.131966626,STC_1_c_FCOVER,29/06/2018,0.129828582,0.253171752,0.182685624
STC,01/07/2018 00:00,24.2,11.7,18.5,69.2,26.3,21.30474676,14.74288476,0.6561862,12.624,0.333385845,1.04600638,STC_1_d_FCOVER,01/07/2018,0.143141196,0.276114205,0.193537961
STC,06/07/2018 00:00,32.1,12.4,23.2,36.3,27.2,28.44534011,10.32565846,1.811968165,13.056,0.301684062,0.164167362,STC_1_d_FCOVER,06/07/2018,0.130316432,0.245560654,0.182121186
STC,11/07/2018 00:00,30,13,22.5,52,26.7,27.26480071,14.17769637,1.308710434,12.816,0.318366567,0.074392785,STC_1_d_FCOVER,11/07/2018,0.11838203,0.225676997,0.164048933
STC,16/07/2018 00:00,29.9,10.1,20.4,49.8,27.1,23.97595221,11.9400242,1.203592801,13.008,0.27287142,0.039627828,STC_1_d_FCOVER,16/07/2018,0.110939895,0.20958506,0.143857852
STC,21/07/2018 00:00,31.5,15.4,24,35.9,26.7,29.84894529,10.71577136,1.913317393,12.816,0.297732671,0.064960294,STC_1_d_FCOVER,21/07/2018,0.124449842,0.199548754,0.16257228
STC,26/07/2018 00:00,32.8,12.1,23,37,29.5,28.10357543,10.39832291,1.770525252,14.16,0.260069465,0.097034307,STC_1_d_FCOVER,26/07/2018,0.120549152,0.188376548,0.155995768
STC,31/07/2018 00:00,36.3,14.4,25.5,29.9,28.5,32.64425171,9.760631261,2.288362045,13.68,0.281893288,0.512011288,STC_1_d_FCOVER,31/07/2018,0.11979495,0.185881863,0.153018162
STC,05/08/2018 00:00,38.6,17.3,28.6,29.8,27.1,39.152909,11.66756688,2.748534212,13.008,0.245039364,0.612858896,STC_1_d_FCOVER,05/08/2018,0.107988338,0.180068402,0.138404748
STC,10/08/2018 00:00,34.1,14.1,25.1,24.3,26.8,31.87739212,7.746206285,2.413118584,12.864,0.28452227,0.701651877,STC_1_d_FCOVER,10/08/2018,0.108619687,0.171284789,0.141760934
STC,15/08/2018 00:00,32.3,14,23.1,39.8,26.6,28.27400701,11.25305479,1.702095222,12.768,0.240963687,0.749958773,STC_1_d_FCOVER,15/08/2018,0.080601002,0.157368224,0.112949427
STC,20/08/2018 00:00,32.6,16.6,24,60.5,21.8,29.84894529,18.0586119,1.179033339,10.464,0.29833596,0.839880736,STC_1_d_FCOVER,20/08/2018,0.097289393,0.179965932,0.133978658
STC,25/08/2018 00:00,35.5,16.7,26.2,31.9,26.6,34.02500358,10.85397614,2.317102744,12.768,0.250738442,1.217611288,STC_1_d_FCOVER,25/08/2018,0.1071458,0.188528436,0.139611518
STC,30/08/2018 00:00,32.4,13.7,23.3,37.6,23.4,28.61757875,10.76020961,1.785736914,11.232,0.26426442,0.037833227,STC_1_d_FCOVER,30/08/2018,0.098973691,0.182111122,0.128826248
STC,01/09/2018 00:00,35.4,15.9,25.6,37.4,22.4,32.83846078,12.28158433,2.055687645,10.752,0.231121649,0.043081571,STC_2_a_FCOVER,01/09/2018,0.101688862,0.171215778,0.130221575
STC,06/09/2018 00:00,27.6,10.6,19.1,58.2,18.4,22.11863648,12.87304643,0.924559005,8.832,0.239947334,0.052330847,STC_2_a_FCOVER,06/09/2018,0.088032266,0.159956381,0.090942581
STC,11/09/2018 00:00,28.8,15.6,21.8,57.5,16.5,26.12727136,15.02318103,1.110409033,7.92,0.218217671,0.070687706,STC_2_a_FCOVER,11/09/2018,0.078677823,0.132629737,0.076430808
STC,16/09/2018 00:00,29.7,12.7,20.9,70.6,19.6,24.725794,17.45641056,0.726938343,9.408,0.266447355,0.172531534,STC_2_a_FCOVER,16/09/2018,0.091032932,0.14787273,0.083213548
STC,21/09/2018 00:00,32.7,13.3,22.3,59,18.6,26.93546238,15.8919228,1.104353957,8.928,0.236345679,0.29551411,STC_2_a_FCOVER,21/09/2018,0.091819575,0.155965099,0.111070874
STC,26/09/2018 00:00,30,13.9,19.8,74,16.1,23.10244467,17.09580906,0.600663561,7.728,0.264937967,0.279187485,STC_2_a_FCOVER,26/09/2018,0.101488551,0.176141672,0.127289992
STC,01/10/2018 00:00,29.2,12.6,20.2,47,17.2,23.68162874,11.13036551,1.255126323,8.256,0.264648726,1.618771948,STC_2_a_FCOVER,01/10/2018,0.093139748,0.168996171,0.125538739
STC,06/10/2018 00:00,27.5,8.9,17.6,45.4,19.2,20.13305562,9.140407254,1.099264837,9.216,0.246989806,1.964213379,STC_2_a_FCOVER,06/10/2018,0.082127029,0.167020191,0.110043946
STC,11/10/2018 00:00,18.5,14,16.1,89.3,5.3,18.30532437,16.34665466,0.195866971,2.544,0.274380217,1.370660971,STC_2_a_FCOVER,11/10/2018,0.111577795,0.213236647,0.166929266
STC,16/10/2018 00:00,18.9,10.5,13.5,82.7,14.1,15.47973945,12.80174452,0.267799492,6.768,0.379720817,1.670102777,STC_2_a_FCOVER,16/10/2018,0.165043736,0.321422507,0.258058598
STC,21/10/2018 00:00,20.6,9.3,14.4,86.5,11.7,16.41113629,14.19563289,0.22155034,5.616,0.437125991,1.716185733,STC_2_a_FCOVER,21/10/2018,0.251577409,0.455426221,0.399070572
STC,26/10/2018 00:00,14.4,8.2,11.9,88.7,3.5,13.93798413,12.36299192,0.157499221,1.68,0.518681765,0.469048638,STC_2_a_FCOVER,26/10/2018,0.308705824,0.540590269,0.472403944
STC,31/10/2018 00:00,7.7,4.4,5.7,96.1,5.9,9.161643084,8.804339004,0.035730408,2.832,0.593233466,0.511859614,STC_2_a_FCOVER,31/10/2018,0.292493863,0.530419979,0.469267545
STC,05/11/2018 00:00,9.9,4.3,8,88.1,7.8,10.73120093,9.454188017,0.127701291,3.744,0.602940182,1.073831139,STC_2_a_FCOVER,05/11/2018,0.281260878,0.565434522,0.48809628
STC,10/11/2018 00:00,10.9,7.7,9,99.9,2.5,11.48436398,11.47287962,0.001148436,1.2,0.612646937,0.583994198,STC_2_a_FCOVER,10/11/2018,0.290120116,0.606011427,0.518855345
STC,15/11/2018 00:00,17,6.6,11.1,82,9.2,13.21898199,10.83956523,0.237941676,4.416,0.647591134,1.229253491,STC_2_a_FCOVER,15/11/2018,0.30847627,0.643351944,0.569836794
STC,20/11/2018 00:00,12.3,4.6,7.7,96.5,4.5,10.51390011,10.14591361,0.03679865,2.16,0.665791253,0.834695475,STC_2_a_FCOVER,20/11/2018,0.365547667,0.700574934,0.665335516
STC,25/11/2018 00:00,12,7.8,10,100,3.9,12.28364703,12.28364703,0,1.872,0.685031374,0.694672539,STC_2_a_FCOVER,25/11/2018,0.413561086,0.738959432,0.72106717
STC,30/11/2018 00:00,12.8,1.5,8.3,85.5,10.3,10.95244552,9.364340921,0.15881046,4.944,0.705831488,1.360140623,STC_2_a_FCOVER,30/11/2018,0.451954077,0.750117501,0.753021618
STC,01/12/2018 00:00,12.7,0.1,5.5,81.2,10.5,9.035249403,7.336622515,0.169862689,5.04,0.715538224,1.354045104,STC_2_b_FCOVER,01/12/2018,0.419695586,0.615134478,0.72521468
STC,06/12/2018 00:00,19.9,4.3,10.9,74.8,11.2,13.04440738,9.757216721,0.328719066,5.376,0.729616086,1.341377286,STC_2_b_FCOVER,06/12/2018,0.455628047,0.740276794,0.753738403
STC,11/12/2018 00:00,15.6,2,7.3,73.2,8.9,10.23019642,7.488503782,0.274169264,4.272,0.716251433,1.72707945,STC_2_b_FCOVER,11/12/2018,0.452878227,0.715115408,0.730096082
STC,16/12/2018 00:00,8.6,-0.3,4.1,104.2,3.3,8.192711498,8.536805381,-0.034409388,1.584,0.735281448,0.793659519,STC_2_b_FCOVER,16/12/2018,0.498177042,0.735622545,0.753581007
STC,21/12/2018 00:00,14.6,0.8,5.9,87.3,9.9,9.289592624,8.109814361,0.117977826,4.752,0.748808086,1.502952535,STC_2_b_FCOVER,21/12/2018,0.480510672,0.750577827,0.75040249
STC,26/12/2018 00:00,16.1,1.2,6.2,80.8,8.4,9.484470017,7.663451774,0.182101824,4.032,0.75930051,1.456134985,STC_2_b_FCOVER,26/12/2018,0.508576155,0.7436771,0.788628081
STC,31/12/2018 00:00,18.8,-0.3,7.9,49.7,7.9,10.65833211,5.297191061,0.536114105,3.792,0.767334839,1.25862988,STC_2_b_FCOVER,31/12/2018,0.483182271,0.75601085,0.781216959
STC,05/01/2019 00:00,15.5,-2.6,4.2,71.3,11,8.250506557,5.882611175,0.236789538,5.28,0.750672479,0.964567902,STC_2_b_FCOVER,05/01/2019,0.505280952,0.768904805,0.804758787
STC,10/01/2019 00:00,11.3,-3.6,3.1,59,11.2,7.634110588,4.504125247,0.312998534,5.376,0.745128036,1.013789104,STC_2_b_FCOVER,10/01/2019,0.512177865,0.749919494,0.795315365
STC,15/01/2019 00:00,13.5,-0.7,4.6,72.1,11.6,8.485299591,6.117901005,0.236739859,5.568,0.723149796,1.249009472,STC_2_b_FCOVER,15/01/2019,0.488299984,0.740763186,0.77993642
STC,20/01/2019 00:00,11.2,0.4,9.2,87.9,7.6,11.64045593,10.23196076,0.140849517,3.648,0.726575216,1.238313056,STC_2_b_FCOVER,20/01/2019,0.466421493,0.732888567,0.773467651
STC,25/01/2019 00:00,16,2.8,8.5,74.6,12.6,11.102163,8.282213602,0.28199494,6.048,0.730000595,1.420437104,STC_2_b_FCOVER,25/01/2019,0.482310259,0.741027341,0.779211787
STC,30/01/2019 00:00,9.5,4.2,7,81.5,9.2,10.02186474,8.167819762,0.185404498,4.416,0.73518763,1.472835364,STC_2_b_FCOVER,30/01/2019,0.534573942,0.737776508,0.786922872
STC,04/02/2019 00:00,13.8,-4.4,3.2,63.2,13.8,7.688415496,4.859078594,0.28293369,6.624,0.739102662,1.299952393,STC_2_b_FCOVER,04/02/2019,0.574019591,0.751816997,0.796746125
