AOI,date,TMax,TMin,TMed,HR,Rad,es,eamb,DPV,PAR,S2,GPP,ID,Date,FCOVER,NDVI Average,FAPAR Average
STC,09/02/2019 00:00,14.3,0.3,6.8,75,12,9.885061557,7.413796167,0.247126539,5.76,0.74320819,2.284345718,STC_2_b_FCOVER,09/02/2019,0.603393004,0.743475107,0.805474083
STC,14/02/2019 00:00,16.2,1.4,7.3,64.7,15.6,10.23019642,6.618937086,0.361125934,7.488,0.755018274,2.561653595,STC_2_b_FCOVER,14/02/2019,0.645043123,0.759609249,0.816350166
STC,19/02/2019 00:00,14.7,1.4,7.9,72.2,12.2,10.65833211,7.695315787,0.296301633,5.856,0.761785706,2.961435828,STC_2_b_FCOVER,19/02/2019,0.62280786,0.75843219,0.798020502
STC,24/02/2019 00:00,19.7,1.2,9.2,55.6,18.5,11.64045593,6.472093498,0.516836243,8.88,0.77477932,2.596884712,STC_2_b_FCOVER,24/02/2019,0.618444761,0.748580396,0.779277464
STC,01/03/2019 00:00,17,2.7,9.4,62.3,13.6,11.79841117,7.350410161,0.444800101,6.528,0.763432304,4.49634508,STC_2_b_FCOVER,01/03/2019,0.689420621,0.805696309,0.844127119
STC,06/03/2019 00:00,11,6.4,9.2,89.9,4.8,11.64045593,10.46476988,0.117568605,2.304,0.780368646,1.931756604,STC_2_b_FCOVER,06/03/2019,0.694309036,0.802999695,0.823754291
STC,11/03/2019 00:00,22.5,8.3,14.7,65.3,17.5,16.73234111,10.92621874,0.580612236,8.4,0.765668889,2.98477811,STC_2_b_FCOVER,11/03/2019,0.712956389,0.789056758,0.808526238
STC,16/03/2019 00:00,22.6,3.7,12.7,44,21.5,14.69111329,6.46408985,0.822702344,10.32,0.766508381,2.238036908,STC_2_b_FCOVER,16/03/2019,0.737078011,0.777662456,0.812418322
STC,21/03/2019 00:00,15.8,-0.2,7.5,50.8,21.8,10.3711941,5.268566604,0.51026275,10.464,0.721361319,1.404791264,STC_2_b_FCOVER,21/03/2019,0.699709932,0.770540198,0.775313457
STC,26/03/2019 00:00,23,4,13.6,38.9,21.6,15.58088354,6.060963696,0.951991984,10.368,0.686308523,2.226998822,STC_2_b_FCOVER,26/03/2019,0.675490201,0.711002529,0.722064992
STC,31/03/2019 00:00,13.9,9,10.8,85.7,7.9,12.9578824,11.10490521,0.185297718,3.792,0.657885174,1.175820044,STC_2_b_FCOVER,31/03/2019,0.625471652,0.684188743,0.65512075
STC,05/04/2019 00:00,8.9,3.8,6,78.6,9.8,9.354155951,7.352366577,0.200178937,4.704,0.647518754,1.678987926,STC_2_c_FCOVER,05/04/2019,0.565365811,0.650076965,0.580512079
STC,10/04/2019 00:00,13.6,5,8.7,71.5,15.5,11.25367864,8.046380231,0.320729841,7.44,0.666232169,6.626254266,STC_2_c_FCOVER,10/04/2019,0.532182892,0.643782397,0.560050935
STC,15/04/2019 00:00,22.3,8.7,15.3,63.9,22.4,17.3913317,11.11306096,0.627827074,10.752,0.611263355,3.452376638,STC_2_c_FCOVER,15/04/2019,0.519263106,0.626920977,0.527857309
STC,20/04/2019 00:00,12.5,5.4,9.5,79.2,11,11.87809345,9.407450011,0.247064344,5.28,0.505386402,2.872935637,STC_2_c_FCOVER,20/04/2019,0.404635007,0.517707816,0.39964586
STC,25/04/2019 00:00,13.6,7.2,10.4,82.1,14.6,12.61680582,10.35839758,0.225840824,7.008,0.36139376,2.922179341,STC_2_c_FCOVER,25/04/2019,0.192264896,0.335668161,0.206736458
STC,30/04/2019 00:00,26.6,8.3,17.2,58.1,23.7,19.63068233,11.40542643,0.82252559,11.376,0.209363878,1.602075092,STC_2_c_FCOVER,30/04/2019,0.117542972,0.230270137,0.137103925
STC,05/05/2019 00:00,21.7,8.4,14.8,78,23.3,16.84062776,13.13568965,0.370493811,11.184,0.23172614,0.412079264,STC_2_c_FCOVER,05/05/2019,0.086697304,0.193195458,0.10067036
STC,10/05/2019 00:00,27.9,9,17.8,68.8,23.9,20.38843714,14.02724476,0.636119239,11.472,0.22064811,0.293992638,STC_2_c_FCOVER,10/05/2019,0.08874103,0.147194349,0.098068349
STC,15/05/2019 00:00,32.5,10.8,18.4,44.4,25.6,21.17167824,9.400225137,1.17714531,12.288,0.218917578,0.515828712,STC_2_c_FCOVER,15/05/2019,0.072414561,0.13256803,0.092183408
STC,20/05/2019 00:00,22.5,4.1,13.9,50.8,22.3,15.88780404,8.071004451,0.781679959,10.704,0.207402046,0.21562719,STC_2_c_FCOVER,20/05/2019,0.074505796,0.126200472,0.087342799
STC,25/05/2019 00:00,25.5,12.4,19,41.6,29.7,21.98112837,9.144149402,1.283697897,14.256,0.246430968,0.618201718,STC_2_c_FCOVER,25/05/2019,0.08027331,0.151685948,0.095460057
STC,30/05/2019 00:00,31.4,16,23.1,24.4,30.3,28.27400701,6.898857709,2.13751493,14.544,0.221356859,0.22592589,STC_2_c_FCOVER,30/05/2019,0.102977902,0.164541637,0.120398541
STC,04/06/2019 00:00,27.7,9.8,20.2,38.7,28.9,23.68162874,9.164790321,1.451683841,13.872,0.25401408,2.871567117,STC_2_c_FCOVER,04/06/2019,0.094768157,0.175509617,0.134836485
